"","x"
"1",0.838809192180634
"2",0.574813425540924
"3",0.550265550613403
"4",0.200364291667938
"5",0.2252207249403
"6",0.609462141990662
"7",0.490344792604446
"8",0.228088945150375
"9",0.377435177564621
"10",0.286338627338409
"11",0.430741906166077
"12",0.67779129743576
"13",0.491501212120056
"14",0.35326075553894
"15",0.329656392335892
"16",0.09878309071064
"17",0.64021235704422
"18",0.547835052013397
"19",0.596272826194763
"20",0.445315599441528
"21",0.416313409805298
"22",0.696456134319305
"23",0.513024568557739
"24",0.249904960393906
"25",0.374535858631134
"26",0.102374009788036
"27",0.422032803297043
"28",0.240426272153854
"29",0.280130952596664
"30",0.38329029083252
"31",0.226957514882088
"32",0.282247602939606
"33",0.335593342781067
"34",0.55379980802536
"35",0.283382475376129
"36",0.425297796726227
"37",0.114737220108509
"38",0.664707958698273
"39",0.477495223283768
"40",0.786908149719238
"41",0.168488010764122
"42",0.682044863700867
"43",0.618775188922882
"44",0.525595307350159
"45",0.359596431255341
"46",0.445956349372864
"47",0.858745872974396
"48",0.382863610982895
"49",0.280431777238846
"50",0.16718527674675
"51",0.681729793548584
"52",0.508746802806854
"53",0.268313407897949
"54",0.74964052438736
"55",0.185202553868294
"56",0.605674564838409
"57",0.272773683071136
"58",0.577016294002533
"59",0.448648393154144
"60",0.527403235435486
"61",0.0948624834418297
"62",0.34631136059761
"63",0.217770516872406
"64",0.682044863700867
"65",0.416871160268784
"66",0.484028995037079
"67",0.157297238707542
"68",0.470400273799896
"69",0.115475490689278
"70",0.564337015151978
"71",0.40265417098999
"72",0.102479264140129
"73",0.405272990465164
"74",0.18409176170826
"75",0.17341049015522
"76",0.449490666389465
"77",0.361813127994537
"78",0.42946857213974
"79",0.513005077838898
"80",0.393594026565552
"81",0.431072473526001
"82",0.290026307106018
"83",0.45788049697876
"84",0.358438700437546
"85",0.201018780469894
"86",0.138732433319092
"87",0.4648577272892
"88",0.409577190876007
"89",0.68963360786438
"90",0.574342668056488
"91",0.530007302761078
"92",0.518024206161499
"93",0.564254283905029
"94",0.59519636631012
"95",0.141151309013367
"96",0.331362187862396
"97",0.257421940565109
"98",0.269174247980118
"99",0.5799919962883
"100",0.424304753541946
"101",0.522276997566223
"102",0.269396960735321
"103",0.280000329017639
"104",0.424215048551559
"105",0.533889532089233
"106",0.415352374315262
"107",0.451776534318924
"108",0.17119973897934
"109",0.313507705926895
"110",0.646655678749084
"111",0.248158648610115
"112",0.462216377258301
"113",0.6045823097229
"114",0.270759493112564
"115",0.484064698219299
"116",0.121915020048618
"117",0.114249862730503
"118",0.660677552223206
"119",0.409034848213196
"120",0.208263874053955
"121",0.512189626693726
"122",0.724177598953247
"123",0.694838762283325
"124",0.368076205253601
"125",0.554283797740936
"126",0.384574472904205
"127",0.359305560588837
"128",0.448112517595291
"129",0.461319446563721
"130",0.424310296773911
"131",0.527403235435486
"132",0.399573683738708
"133",0.527403235435486
"134",0.26013708114624
"135",0.447993874549866
"136",0.279650121927261
"137",0.150712355971336
"138",0.264709144830704
"139",0.354954570531845
"140",0.249450504779816
"141",0.456664830446243
"142",0.201340943574905
"143",0.376484394073486
"144",0.257403433322906
"145",0.279617875814438
"146",0.529417932033539
"147",0.53421813249588
"148",0.162249952554703
"149",0.451776534318924
"150",0.644990265369415
"151",0.656920254230499
"152",0.277468979358673
"153",0.0819618105888367
"154",0.630943596363068
