"","x"
"1",0.651315569877625
"2",0.656380295753479
"3",0.47924068570137
"4",0.267885655164719
"5",0.502268671989441
"6",0.370857030153275
"7",0.163597136735916
"8",0.330351173877716
"9",0.783759534358978
"10",0.61970978975296
"11",0.294627994298935
"12",0.165067106485367
"13",0.43516132235527
"14",0.269419521093369
"15",0.733827590942383
"16",0.902276039123535
"17",0.515814542770386
"18",0.221587002277374
"19",0.560861468315125
"20",0.520655691623688
"21",0.844745695590973
"22",0.666872501373291
"23",0.833985269069672
"24",0.42951488494873
"25",0.176597908139229
"26",0.3841672539711
"27",0.445452392101288
"28",0.225432813167572
"29",0.263698071241379
"30",0.223844453692436
"31",0.42729640007019
"32",0.34379056096077
"33",0.487719714641571
"34",0.469804167747498
"35",0.707032918930054
"36",0.407769858837128
"37",0.278438657522202
"38",0.692099392414093
"39",0.51518303155899
"40",0.85426527261734
"41",0.76955384016037
"42",0.34011834859848
"43",0.417656689882278
"44",0.309733599424362
"45",0.254403382539749
"46",0.501681208610535
"47",0.635324239730835
"48",0.407668977975845
"49",0.458022236824036
"50",0.479798674583435
"51",0.291897892951965
"52",0.285597681999207
"53",0.293082863092422
"54",0.315931618213654
"55",0.270088195800781
"56",0.44920814037323
"57",0.47578489780426
"58",0.602349460124969
"59",0.661663293838501
"60",0.16367444396019
"61",0.810692369937897
"62",0.867289781570435
"63",0.348579913377762
"64",0.280274361371994
"65",0.464037090539932
"66",0.421347558498383
"67",0.183030486106873
"68",0.303452432155609
"69",0.620503664016724
"70",0.480080932378769
"71",0.194555789232254
"72",0.271630674600601
"73",0.591572403907776
"74",0.216665089130402
"75",0.287476539611816
"76",0.583755552768707
"77",0.433829873800278
"78",0.246027052402496
"79",0.339749842882156
"80",0.181342393159866
"81",0.686071515083313
"82",0.390809446573257
"83",0.196815624833107
"84",0.201177254319191
"85",0.594276905059814
"86",0.34232971072197
"87",0.140239715576172
"88",0.913761913776398
"89",0.510703980922699
"90",0.855037450790405
"91",0.469738095998764
"92",0.163464605808258
"93",0.40133661031723
"94",0.215874210000038
"95",0.708999752998352
"96",0.615971267223358
"97",0.35732501745224
"98",0.32304972410202
"99",0.859927237033844
"100",0.557499706745148
"101",0.281165033578873
"102",0.698065876960754
"103",0.951416373252869
"104",0.709323227405548
"105",0.249446928501129
"106",0.477216511964798
"107",0.498669773340225
"108",0.0991528406739235
"109",0.140370190143585
"110",0.440212160348892
"111",0.449634671211243
"112",0.297986745834351
"113",0.166665509343147
"114",0.513095557689667
"115",0.71202826499939
"116",0.319291532039642
"117",0.654942214488983
"118",0.658536672592163
"119",0.189614221453667
"120",0.398099899291992
"121",0.296988517045975
"122",0.339434504508972
"123",0.71202826499939
"124",0.319397777318954
"125",0.71202826499939
"126",0.125320091843605
"127",0.408379167318344
"128",0.515009582042694
"129",0.639235854148865
"130",0.447925329208374
"131",0.914129555225372
"132",0.430471241474152
"133",0.367827117443085
"134",0.460775703191757
"135",0.688612043857574
"136",0.302865445613861
"137",0.399681270122528
"138",0.377311587333679
"139",0.361651033163071
"140",0.442411333322525
"141",0.354853868484497
"142",0.62477570772171
"143",0.328448742628098
"144",0.316449850797653
"145",0.631044387817383
"146",0.210248246788979
"147",0.224922329187393
"148",0.546340882778168
"149",0.670402109622955
"150",0.40799218416214
"151",0.458959519863129
"152",0.779051125049591
"153",0.374619722366333
"154",0.431924074888229
"155",0.437679201364517
