"V1","V2","V3","V4"
4.99468967518624e-07,0.0128811374306679,0.982164442539215,3.66370291309676e-13
0.000124831785797141,0.0973064750432968,0.971198201179504,1.09364202671713e-06
0.970280945301056,1.38679815790965e-05,0.013121641241014,0.000416577095165849
0.00609293160960078,0.222616344690323,0.802815735340118,2.8894899514853e-05
0.000147439350257628,0.0665143355727196,0.974516093730927,7.83077354071793e-08
0.000245637726038694,1.04528616873267e-07,3.79160210173257e-11,0.999719142913818
0.998408555984497,2.4984259653138e-05,0.196188196539879,1.87502156643704e-15
0.999995172023773,1.15367238322506e-05,0.00420487858355045,1.04710996817747e-11
3.98353398878282e-12,8.41612854856066e-05,0.999963581562042,0.00298691564239562
0.994123876094818,0.221298381686211,1.02431649793289e-05,2.26201333219933e-08
0.00153362355194986,6.33046903786294e-09,2.38589791479171e-07,0.998602449893951
0.100408777594566,0.00070100266020745,0.00256180763244629,0.0975526943802834
0.0177057292312384,0.130812242627144,9.97223742160713e-06,0.902697205543518
3.53750492440574e-12,0.00211972207762301,0.99998277425766,8.50536889629439e-05
4.28566963819321e-05,3.97093828041761e-07,1.26012547618792e-10,0.999770045280457
1.46958782352158e-05,3.05957939872314e-07,1.77329347934574e-05,0.999993562698364
0.97634744644165,9.92618079180829e-05,0.0208602156490088,1.66534537129337e-05
8.99934085585308e-11,0.711403846740723,0.450738668441772,3.01350189246818e-09
1.10683597703831e-11,0.704095721244812,0.895850956439972,4.9593280870841e-12
0.000615967146586627,4.25919699509336e-09,8.51458753459156e-05,0.997282922267914
5.53386614310369e-10,0.990123510360718,0.046120211482048,4.10859957167276e-11
2.19151061173761e-05,0.000874139892403036,0.953251659870148,2.11093902774406e-12
0.000324267632095143,0.080476813018322,0.952331781387329,8.09352854957979e-07
0.00561347138136625,0.456118017435074,0.424020349979401,3.97820407727068e-08
0.997924447059631,0.000940617523156106,0.00173897680360824,1.18736011245346e-06
0.999987721443176,1.16470728244167e-05,0.00793767906725407,7.95519303643105e-13
0.999549090862274,2.13245868962986e-07,0.000571766460780054,0.00061132397968322
4.71302992082201e-05,0.585638880729675,0.83378005027771,4.09751919505652e-05
0.00994547177106142,1.8355159170369e-07,0.00042284611845389,0.252952754497528
0.0192812010645866,0.00283294334076345,0.000257701583905146,0.974729180335999
1.77215795815755e-07,0.969551861286163,0.0410340428352356,5.20033651696394e-08
0.00878151133656502,0.00661571836099029,0.381457448005676,0.000745795434340835
3.99853092858393e-07,0.0412707626819611,0.00162167649250478,0.990785598754883
0.0248911865055561,1.15257473704e-11,0.000184499876922928,0.768557071685791
2.4021196143309e-09,2.05581709451508e-05,0.999979376792908,0.0128134619444609
0.961474895477295,3.56188024852599e-06,0.995469510555267,1.98004967977283e-09
1.58931595706235e-06,0.0375010557472706,0.277274280786514,0.463098645210266
2.0898029973182e-08,0.999010682106018,0.00150997703894973,5.14103981608116e-10
9.82024417339744e-09,0.546803832054138,0.793739080429077,3.15705706022129e-09
0.999786555767059,0.0673467963933945,2.5686458684504e-05,1.34856009026407e-06
7.21521807415821e-15,0.00131999549921602,0.999994397163391,2.03706422325922e-05
0.9995436668396,1.10919294582512e-10,5.22243717568927e-05,0.00369461649097502
1.11858862510417e-05,0.999069094657898,0.0338724702596664,0.000109089502075221
0.0396158210933208,0.669635713100433,0.00106645049527287,8.16408312481753e-12
0.999637365341187,5.07049087161704e-08,0.0026490087620914,0.000595093879383057
