"V1","V2","V3","V4"
0.00151964509859681,0.0328769572079182,0.84928697347641,2.74861106097646e-10
0.0450983978807926,0.000830588978715241,0.00496897893026471,0.99804151058197
0.998343646526337,0.00359364016912878,0.00105844542849809,1.08444577916113e-13
0.99668949842453,0.445491701364517,0.00519555294886231,2.40716218513626e-07
0.000204335796297528,0.353797078132629,0.0440540388226509,0.9656662940979
1.8117020772479e-06,0.130011513829231,0.86449784040451,0.000427305232733488
0.000127948151202872,0.00128755497280508,0.0039127548225224,0.999999225139618
0.306525826454163,0.00642676604911685,0.0707364231348038,0.191109612584114
0.978171288967133,0.0963854566216469,0.00251886853948236,5.90691495716555e-10
3.06215188174974e-05,0.0588144212961197,0.350395858287811,0.683639764785767
5.02499933645595e-05,0.964502096176147,0.0414210557937622,1.52826103771986e-07
0.991079688072205,0.00216039782389998,0.00902410317212343,0.00210015475749969
0.00203237636014819,0.319381803274155,0.838068544864655,6.33685601769685e-07
0.996944844722748,0.000731077219825238,0.0301729347556829,1.12886145871016e-05
0.000174368673469871,0.855790913105011,0.0516783595085144,5.13879216956781e-11
0.00291883177123964,0.0119497990235686,0.00367461564019322,0.967012822628021
2.23662141252134e-06,0.00175810407381505,0.0914226695895195,0.999910473823547
0.00647811591625214,0.380342602729797,0.622087180614471,9.54478537096293e-07
2.6822510335478e-05,0.953191876411438,0.082118920981884,0.00738566881045699
0.936693787574768,0.0260652489960194,0.0318716168403625,0.00143480708356947
0.00380077888257802,0.417492866516113,0.624136865139008,4.32417364208959e-05
0.000137140275910497,0.633120238780975,0.189224943518639,3.12710799335036e-05
7.04931808286346e-05,0.0971871688961983,0.882565379142761,7.92611032363055e-10
0.007286979816854,0.00301892939023674,0.00324999121949077,0.990272462368011
1.93113846762571e-05,0.674825370311737,0.52124559879303,5.97395664954092e-05
0.00357520440593362,0.0764073505997658,0.303921431303024,0.153836071491241
0.0357945486903191,0.00215669209137559,0.00418149121105671,0.9255450963974
1.40258443934727e-05,0.107196532189846,0.898670673370361,4.21929620131323e-08
0.000382934784283862,0.021915378049016,0.0124178305268288,0.99306309223175
0.976732015609741,0.0545369535684586,0.0347524732351303,8.30398639664054e-05
0.00322272768244147,0.117170184850693,0.90248715877533,6.00537397588141e-10
2.908069473051e-05,0.853418409824371,0.857750654220581,2.38099328271346e-05
5.72669414395932e-05,0.361716330051422,0.815282642841339,1.59070201455336e-09
0.997697591781616,0.0265951678156853,0.00347970030270517,0.0115222446620464
0.00020307389786467,0.620309293270111,0.883726298809052,4.60641658150962e-08
0.000484000396681949,0.293606042861938,0.514125823974609,0.0100922966375947
0.00135943712666631,0.000250267883529887,0.00106943852733821,0.999958872795105
0.089894637465477,0.008041737601161,0.000684664468280971,0.984526216983795
0.996315002441406,0.0243146065622568,0.0217666570097208,1.37869812988356e-06
0.000958736054599285,0.000116188479296397,0.0249255541712046,0.999990522861481
0.000327426008880138,0.608915209770203,0.358909428119659,2.81251259261206e-12
0.0121397515758872,0.426912039518356,0.401281982660294,2.13148055649981e-07
5.17110092914663e-05,8.92483440111391e-05,0.0122757963836193,0.999989867210388
0.00106192950624973,0.579824864864349,0.0707143247127533,0.0233051460236311
0.000367448170436546,0.080376110970974,0.953730285167694,8.2817961811088e-05
0.00931727699935436,0.000215121646760963,0.431464314460754,0.822629868984222
1.60125018737745e-05,0.0247971471399069,0.964561104774475,8.7888020061655e-07
0.969514667987823,0.00535815255716443,0.000205579242901877,0.0154610266909003
0.997583031654358,0.279380649328232,0.000748752208892256,4.15102702211456e-10
0.000480509508633986,0.0597349964082241,0.229496449232101,0.536673128604889
9.20072488952428e-06,0.337241888046265,0.0025240508839488,0.983490347862244
0.000103199301520362,0.759050488471985,0.204995483160019,2.472851008406e-07
0.00335581740364432,0.0603023320436478,0.891943216323853,3.47186469298322e-05
0.775875806808472,0.100266844034195,0.0337444208562374,0.000665430852677673
0.241272538900375,0.00218017562292516,0.000524792645592242,0.99422299861908
0.000367856497177854,0.0278883948922157,0.32214567065239,0.399565011262894
0.995138108730316,0.00439377361908555,0.0577176325023174,1.37350252771284e-06
0.0377946794033051,0.168025016784668,0.0641073063015938,0.0479093044996262
0.0153184179216623,0.0245319176465273,0.143350481987,0.481391340494156
0.00111571291927248,0.744151055812836,0.605367183685303,1.47028936225979e-06
8.93437972990796e-05,0.120834544301033,0.828529119491577,1.50515603536405e-07
7.00723467161879e-05,0.30663537979126,0.778740882873535,3.94111232537853e-09
2.6168127078563e-06,0.014792856760323,0.0651141330599785,0.998532235622406
4.6977376769064e-05,0.00169274897780269,0.998375296592712,1.08764497781522e-05
0.00177031231578439,0.000124768950627185,0.00995439663529396,0.999996602535248
0.00299102673307061,0.000413568515796214,0.0298763271421194,0.999145984649658
0.000230886580538936,0.187910586595535,0.711676597595215,1.67414214047312e-07
0.000115001457743347,0.956612050533295,0.0308725573122501,2.79938987546302e-08
0.0153545951470733,0.00436290819197893,0.000373118818970397,0.999854683876038
0.0027690043207258,0.0989250391721725,0.770198404788971,1.25458324284899e-10
0.917886734008789,0.0539009049534798,0.0011990760685876,0.025450112298131
0.00559884635731578,0.0152259543538094,0.00138211669400334,0.993555665016174
0.0539791733026505,0.150768965482712,0.95525985956192,1.07514142655418e-06
0.000505159609019756,0.929899334907532,0.071660116314888,9.04042396498994e-11
0.999885737895966,0.0156007511541247,0.00241802050732076,1.88689615043813e-08
0.00228334404528141,0.750956654548645,0.401953160762787,3.73828970623435e-06
0.000132778950501233,0.861533105373383,0.14975018799305,2.50654763611635e-09
9.58139935391955e-05,0.909458994865417,0.0659289881587029,1.37331497285231e-07
0.997449576854706,0.0362669602036476,0.0115402294322848,5.61856613785494e-05
0.988438069820404,0.262236326932907,2.01699313038262e-05,5.92006573429081e-14
0.971359074115753,0.0146049885079265,0.0116055086255074,0.00168655393645167
0.927322864532471,0.00372678297571838,0.00412913784384727,0.00455615948885679
0.0641287937760353,0.0181599874049425,0.000654526287689805,0.99931538105011
0.999957621097565,0.0165860746055841,4.25599537265953e-05,1.67552383079084e-09
0.84359347820282,1.07758967260452e-06,9.14700940484181e-05,0.991233289241791
0.000610197603236884,0.0141270346939564,0.0174279771745205,0.986872375011444
0.998956084251404,0.00959156546741724,0.0352552719414234,5.03340288560139e-07
0.00189958338160068,0.000277223909506574,0.000295682140858844,0.999997854232788
0.996642529964447,0.00352410483174026,0.00374218192882836,0.000180233415449038
0.00133883277885616,0.000122553450637497,0.011173477396369,0.999998569488525
0.875613629817963,0.0478000082075596,0.0380684807896614,1.86113593372284e-05
0.00123865564819425,0.8608717918396,0.567591726779938,0.000167764694197103
0.000345789478160441,0.366859585046768,0.598351180553436,0.000173891487065703
0.000279645435512066,0.273045659065247,0.675729811191559,8.54498360958189e-10
5.95048622926697e-05,0.00097810395527631,0.092320017516613,0.995238959789276
0.000669729837682098,0.648852229118347,0.556222677230835,0.00186805753037333
0.992666959762573,0.0103892358019948,0.000783028721343726,1.63665331287532e-10
0.986293196678162,0.00827377289533615,0.0172628853470087,2.04742536880076e-05
7.04343183315359e-05,0.069184921681881,0.922086119651794,4.65809753222857e-05
0.996811151504517,0.0188935454934835,8.03612711024471e-05,6.99480688756866e-14
0.995789229869843,0.0895228311419487,5.03585033584386e-05,3.81795560878279e-13
0.00379215111024678,0.0292517393827438,0.816177248954773,0.00716174766421318
4.09104586651665e-06,0.823309063911438,0.171870306134224,0.658943295478821
0.997242271900177,0.00838723219931126,0.0198104772716761,5.08543416799512e-06
0.00086379621643573,0.000165381163242273,0.00975772645324469,0.999999701976776
1.14043195935665e-05,0.455412715673447,0.207295894622803,0.152415677905083
0.999915421009064,0.0016042961506173,0.0036139281000942,1.5565364037684e-06
0.000290331576252356,0.767191648483276,0.797703146934509,1.09186648842297e-05
0.999918043613434,0.00671474728733301,0.0111868996173143,2.04364511091626e-07
8.20728891994804e-05,0.917440295219421,0.137838542461395,2.71354121395007e-08
0.950832664966583,0.00368787907063961,0.000291259231744334,0.122027903795242
